id,Tweet_english,Cos_Sim
1389,"pakistans jamia hafsa seminary celebrates takeover of afghanistan
itvideo ",1
1390,"indias mission evacuation gathers pace evacuees thank pm modi 
itvideo ",1
1391,what next for afghanistan nabilajamal itlivestream ,1
1392,"amid indias evacuation mission from afghanistan union minister hardeep singh puri backs caa
itvideo ",1
1393,"indias evacuation mission in afghanistan continues

video afghanistan afghanistancrisis talibantakeover ",1
1394,"india speeds up mega mission of evacuation from kabul
itvideo abhishekbhalla ",1
1395,"panjshir will continue to resist taliban says afghan defence minister 

track updates  ",1
1396,"badri  unit securing kabul for taliban 
itvideo ",1
1397,"afghans continue to fight against taliban
itvideo ",1
1398,"talibans badri  battalion deployed at kabul airport
itvideo ",1
1399,indias mission evacuation itlivestream ,1
1400,the return of taliban terror itlivestream ,1
1401,"india speeds up the mega mission to evacuate indians from afghanistan 
abhishekbhalla

itvideo kabul ",1
1402,afghan film director sahraakarimi recalls that moment when she was in a bank and she was informed that the bank ha ,1
1403,"union minister hardeepspuri said the religious minorities were going through a harrowing time in afghanistan
",1
1404,"seven afghans killed in chaos at kabul airport british military 
itvideo afghanistan kabul ",1
1405,visuals from igi airport in delhi where indians are coming back from afghanistan journoashutosh gets us more de ,1
1406,sos from afghanistan itlivestream ,1
1407,this years amarnathyatra concludes india todays ashraf wani ashrafwani  tells more in this report ,1
1408,"in their previous regime the taliban prevented girls from going to school afghanwomen afghangirls taliban

",1
1409,women dread taliban regime itlivestream ,1
1410,"senator narender singh khalsa was in tears as he landed in new delhi on sunday afghanistan afghanistancrisis 
",1
1411,indias mission evacuation itlivestream ,1
1412,"afghanistans mp narender singh khalsa broke down as he reached india from kabul afghanistancrisis 
",1
1413,union health minister mansukhmandviya has said we have decided to vaccinate afghanistan returnees with free poli ,1
1414,"kabul airport has been the focal point for thousands trying to flee the taliban afghanistancrisis afghanistan

",1
1415,former chief minister of jammu and kashmir mehboobamufti warned the centre with the example of afghanistan she ,1
1416,"india has been allowed to operate  flights daily to evacuate its citizens from kabul govt sources  video 
",1
1417,ashrafghanis brother hashmat ghani reportedly joins the taliban take a look at this report afghanistan itvideo ,1
1418,"taliban burnt down my house says afghan woman thanks india for help
afghanistan news live updates  ",1
1419,"iaf evacuation plane arrives at hindon airbase brings home  indians 
abhishekbhalla
itvideo afghanistan ",1
1420,"indias evacuation plan abhishekbhalla joins in with more details 
itvideo afghanistan taliban kabul  ",1
1421,"iaf evacuated  people including  indians from kabul on sunday amid deteriorating situation in afghanistan
",1
1422,indias mission evacuation itlivestream ,1
1423,"panjshir continues to be the epicentre of resistance against the taliban in afghanistan 
geetamohan chaiti ",1
1424," indians reach delhi after being evacuated from kabul
afghanistan news live updates   ",1
1425,people in afghanistan dont believe in taliban says former afghan judge qazi marzia babakarkhail he also said ta ,1
1426,women suffer massively under taliban rule as they are completely barred from any substantial participation in the p ,1
1427,terror and dictatorial activities of the taliban are promoting hatred towards islam in the world the spiritual hea ,1
1428,"us woman fears taliban seeks joebidens help

",1
1429,flags of the insurgent group taliban were raised on the rooftop of a womens madrasa in pakistans capital ,1
1430,opinion by preetichoudhry   afghan women were reclaiming their space and then the taliban came again  bit by b ,1
1431,"watch protest in london against talibans afghanistan takeover
video 

",1
1432,"afghanistan crisis kabul limping to normalcy watch this and more  itlivestream
 ",1
1433,"hashmatghani is a wealthy businessman and wields huge influence in the country
afghanistan taliban   ",1
1434,"us president joebiden briefed on afghanistan situation
world 

",1
1435,india speeds up evacuation drive in afghanistan us troops to help get indians out of kabul  itlivestream ,1
1436,women were fainting crying afghan pop star aryana sayeed breaks down while recounting her escape from kabul  ,1
1437,"turkish soldiers look after monthold afghan baby separated from her mother at kabul airport

read here ",1
1438,us security forces have been in control of kabul airport since the taliban took control of afghanistan on august  ,1
1439,i cannot follow the version of islam that taliban brings to afghanistan marzia babakarkhail former afghan judge ,1
1440,"afghan film director sahraa karimi talks about her escape from kabul and the real situation on ground 
 ",1
1441,in an advisory issued to all chinese nationals the embassy has also suggested that they keep distance from kabul a ,1
1442,the warning from the taliban seems welltimed with g leaders set to meet on tuesday to discuss the situation in ,1
1443,iaf aircraft is bringing back  people along with three guru granth sahib from kabul to india  afghanistan  ,1
1444,in an exclusive conversation with india today former afghanistan president ashrafghanis brother hashmat ghani s ,1
1445,"resistance in afghanistans panjshir intensifies 
we will confront taliban says resistance leader massoud
india ",1
1446,just days after scenes of chaos unfolded in kabul as desperate afghans tried to flee the taliban regime a sikh sho ,1
1447,there are about  lakh hazaras estimated to be living in afghanistan this makes them form about  per cen ,1
1448,talibans banu district chief and  other fighters were killed during a fight with afghan resistance in andarab ,1
1449,"outrage over mehboob muftis taliban shocker 
india todays rahul shrivastava rahulshrivstv explains the probab ",1
1450,haji mohammad idris has been appointed as the acting head of da afghanistan bank dab taliban spokesperson ann ,1
1451,"mehboob muftis taliban shocker
mufti warns says dont test our patience bjp slams her
ivelive  ",1
1452,"mufti warns see how taliban overthrew us
ivelive  gauravcsawant 
watch live now ",1
1453,"two decades of war and daily life in afghanistan  see photos

",1
1454,the taliban claim their fighters have recaptured the three districts in northern afghanistan that were taken by l ,1
1455,"us military flew  people out of kabul on sunday white house

afghanistan news live updates ",1
1456,fight to keep taliban out of panjshir double trouble for sidhus aide watch this and more on ivelive with ,1
1457,"brother of deposed afghan president speaks on taliban takeover 
listen in to hashmat ghanis conversation with ind ",1
1458,the taliban is back in afghanistan one of the greatest worry is what will happen to the minorities geetamohan s ,1
1459,"afghan women reel under talibans fear 

taliban itvideo afghanistan ",1
1460,exclusive  in an exclusive conversation with india today hashmat ghani ahmadzai clarified that though he has acc ,1
1461,"pak pms friendly gesture to taliban
sosorry taliban pakistan

previous episodes   ",1
